input_seq,output_seq,text,consistency,metrics
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.997404, 1.09692, 1.1679, 1.26256, 1.30014, 1.21838, 1.33993, 1.47679, 1.41042]","[1.26322, 1.26864, 1.53452]","Over the past [redacted]weeks, influenza-like illness activity across the United States has shown a clear upward trajectory, with a rising share of outpatient visits for ILI symptoms. This increasing trend has been observed in national surveillance data, which captures care-seeking patterns from a broad network of reporting providers. Laboratory data have confirmed the widespread circulation of influenza viruses, alongside continued reports of other respiratory pathogens. Following this period of elevated momentum, recent weekly indicators have shown activity becoming broadly unchanged, stabilizing at its current level. This shift to a steady pattern has occurred amidst typical seasonal factors, including established school schedules and the ongoing implementation of annual vaccination campaigns. The current national picture is one of stable, high activity, reflecting the known cadence of public health reporting.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.768515325862163}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3985055980950178, 'r2_linear': 0.8227197849169214, 'diff_z': 0.20342217389627468}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.08303215068287484}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.4203773789542826}}"
"[0.0, 0.0, 0.0, 0.997404, 1.09692, 1.1679, 1.26256, 1.30014, 1.21838, 1.33993, 1.47679, 1.41042, 1.26322, 1.26864]","[1.53452, 2.12774, 1.94142]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward trajectory has continued with increasing momentum in the most recent reporting period, even as other respiratory viruses continue to co-circulate. The elevated activity has been noted across multiple regions, with laboratory data confirming the presence of influenza. This period has coincided with typical seasonal factors, including school schedules and cooler weather, which can influence transmission patterns. While vaccination campaigns have been underway, the overall level of ILI activity has shown a consistent upward movement. Current reporting indicates this heightened activity has now reached a broadly unchanged plateau in its latest measurements, reflecting a stabilization following the preceding increases.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.5917005164142966}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5950992510285738, 'r2_linear': 0.6458568814239787, 'diff_z': 0.27117901375291675}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.0500329111024307}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.7715030544003934}}"
"[0.0, 0.997404, 1.09692, 1.1679, 1.26256, 1.30014, 1.21838, 1.33993, 1.47679, 1.41042, 1.26322, 1.26864, 1.53452, 2.12774]","[1.94142, 1.67397, 2.06831]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward trajectory in ILI patient visits has recently shown a shift to broadly unchanged levels in the most recent reporting period. Laboratory data confirm the continued, stable circulation of influenza viruses, with regional variations in intensity noted in existing surveillance reports. This activity has unfolded against a backdrop of typical seasonal factors, including established school schedules and ongoing respiratory virus co-circulation. The current, steady national picture follows a period of elevated momentum and aligns with the known cadence of public health reporting, which accounts for standard data lags. Vaccination efforts have been underway as part of standard seasonal public health guidance.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.4658269520484497}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6444808168731945, 'r2_linear': 0.5846444766806913, 'diff_z': 0.48548952064495293}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.5825969497792531}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.2946030564188837}}"
"[1.09692, 1.1679, 1.26256, 1.30014, 1.21838, 1.33993, 1.47679, 1.41042, 1.26322, 1.26864, 1.53452, 2.12774, 1.94142, 1.67397]","[2.06831, 2.87301, 2.94909]","Over the past [redacted]weeks, a pronounced upward trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This increasing trajectory has been consistently reported, with recent data confirming a continued rise in the share of visits for ILI symptoms. Laboratory surveillance has indicated sustained and elevated viral circulation, with regional variations noted in transmission intensity. This activity has unfolded against a backdrop of typical seasonal factors, including established school schedules and the ongoing co-circulation of other respiratory pathogens. Public health systems have maintained their standard reporting cadence, and vaccination efforts have been actively promoted in accordance with existing guidance. The overall picture remains one of elevated momentum for influenza-like illness.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.5286906607604984}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.6206172131054878, 'r2_linear': 0.614834274794827, 'diff_z': 0.5563988365440066}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.4947473346255125}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 3.069916672331736}}"
"[1.26256, 1.30014, 1.21838, 1.33993, 1.47679, 1.41042, 1.26322, 1.26864, 1.53452, 2.12774, 1.94142, 1.67397, 2.06831, 2.87301]","[2.94909, 2.92857, 3.16382]","Over the past [redacted]weeks, a pronounced upward trend in influenza-like illness activity has been observed across the United States. Outpatient visits for ILI have shown increasing momentum, a pattern that has continued in the most recent data. This elevated activity has been reflected in consistent virologic surveillance and has been noted alongside typical seasonal factors, including shifts in school schedules and weather. While other respiratory viruses have been co-circulating, the reporting on ILI specifically has maintained this upward trajectory. Public health guidance and vaccination efforts have been ongoing throughout this period. The latest available information indicates this heightened activity has now stabilized at an elevated level, with the trend appearing broadly unchanged in the most current assessments.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.5825391929140835}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5989165953408289, 'r2_linear': 0.6412989118239035, 'diff_z': 0.522985056289868}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.7687414663770333}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.4696275086550151}}"
"[1.21838, 1.33993, 1.47679, 1.41042, 1.26322, 1.26864, 1.53452, 2.12774, 1.94142, 1.67397, 2.06831, 2.87301, 2.94909, 2.92857]","[3.16382, 3.12121, 2.73515]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward movement in ILI has been a consistent feature of recent surveillance reports. In the most recent reporting period, however, this activity has stabilized, with the national picture showing a steady level of illness. This current, broadly unchanged plateau follows a period of elevated momentum and coincides with typical seasonal factors, including established school schedules and ongoing respiratory virus co-circulation. The latest available data, which accounts for standard reporting lags, indicates that care-seeking for ILI symptoms has been little changed. Public health guidance and vaccination efforts have remained in effect throughout this period, as the system continues to monitor the stable situation.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.854048774004969}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.46558540441516405, 'r2_linear': 0.7832302311949075, 'diff_z': 0.38387823991100656}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.14528046483310722}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.6932289361424202}}"
"[1.47679, 1.41042, 1.26322, 1.26864, 1.53452, 2.12774, 1.94142, 1.67397, 2.06831, 2.87301, 2.94909, 2.92857, 3.16382, 3.12121]","[2.73515, 2.15302, 1.92136]","Over the past [redacted]weeks, influenza-like illness activity across the United States has shown a clear upward trajectory, with a rising share of outpatient visits for ILI symptoms. This increasing trend has been supported by consistent virologic surveillance data indicating widespread influenza circulation, often noted alongside other seasonal respiratory viruses. In recent weeks, however, this upward momentum has abated, and activity levels have become broadly unchanged. This current stable pattern has held despite typical seasonal influences, including school schedules and ongoing vaccination efforts. The latest available data, accounting for standard reporting lags, confirms that ILI activity has remained steady, marking a notable shift from its previously pronounced rise.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.133615831830036}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': 0.2694071393816523, 'r2_linear': 0.8577703559945392, 'diff_z': 0.24216101950331756}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.8123842375811955}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.8249886675931357}}"
"[1.26322, 1.26864, 1.53452, 2.12774, 1.94142, 1.67397, 2.06831, 2.87301, 2.94909, 2.92857, 3.16382, 3.12121, 2.73515, 2.15302]","[1.92136, 1.62731, 1.46179]","Recent national surveillance of influenza-like illness shows a clear shift in observed conditions over the past [redacted]weeks. Following a sustained period of declining outpatient visit activity, recent weeks have shown a rising trend in reported ILI. This upward movement coincides with typical seasonal factors, including shifts in weather and established school schedules, which are known to influence respiratory virus transmission. Laboratory data have confirmed ongoing, though mixed, regional circulation of influenza viruses, often noted alongside other common respiratory pathogens. The recent increase has emerged despite existing vaccination campaigns and public health guidance that have been in effect. Current reporting indicates this elevated momentum has since stabilized, with activity now appearing broadly unchanged in the most recent data, accounting for known reporting cadences and lags.",0,"{'past': {'direction': 'rising', 'severity': 'moderate', 'slope_z': 1.6930989882821499}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.40799277164116293, 'r2_linear': 0.6234756469026744, 'diff_z': 0.299248905829226}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.0074755026970752}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.4631722587869637}}"
"[1.53452, 2.12774, 1.94142, 1.67397, 2.06831, 2.87301, 2.94909, 2.92857, 3.16382, 3.12121, 2.73515, 2.15302, 1.92136, 1.62731]","[1.46179, 1.1937, 0.895415]","Over the past fourteen weeks, influenza-like illness activity across the United States has remained broadly unchanged. Outpatient surveillance indicates that the share of visits for ILI has been stable, with care-seeking patterns at reporting sites showing little change. Laboratory data confirm that influenza virus circulation has been steady, with regional variations in transmission that have been previously noted. This activity has persisted alongside the continued co-circulation of other respiratory viruses, including RSV and COVID-[redacted]. The observed stability has occurred against a backdrop of typical seasonal factors, including established school schedules and the completion of major holiday periods, as well as ongoing vaccination efforts. The overall picture, accounting for the standard reporting cadence and known data lags, is one of a flat national trend for ILI.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.500467189361018}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6754062220804543, 'r2_linear': 0.05014691324412612, 'diff_z': 0.3853816763153149}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.8729808204067387}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.6896568166838505}}"
"[1.94142, 1.67397, 2.06831, 2.87301, 2.94909, 2.92857, 3.16382, 3.12121, 2.73515, 2.15302, 1.92136, 1.62731, 1.46179, 1.1937]","[0.895415, 0.817901, 0.705896]","Over the past fourteen weeks, influenza-like illness activity across the United States has remained broadly unchanged. Outpatient surveillance indicates that the share of visits for ILI has been stable, with care-seeking patterns at reporting sites showing little change. Laboratory data confirm a continued, steady circulation of influenza viruses, with regional variations in transmission that have been previously noted. This activity has persisted alongside the co-circulation of other seasonal respiratory viruses. The observed stability has occurred against a backdrop of typical seasonal factors, including school schedules and completed vaccination campaigns, with reporting reflecting the known, consistent cadence of public health monitoring. The overall situation has been flat, showing no significant shifts in momentum during this period.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.8259622702842531}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6358708975329412, 'r2_linear': 0.1395900895980401, 'diff_z': 0.3070968446236096}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.6580872052261405}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.20077403757761778}}"
"[2.06831, 2.87301, 2.94909, 2.92857, 3.16382, 3.12121, 2.73515, 2.15302, 1.92136, 1.62731, 1.46179, 1.1937, 0.895415, 0.817901]","[0.705896, 0.611215, 0.630622]","Over the past [redacted]weeks, a sustained decline in influenza-like illness activity has been observed across outpatient healthcare providers. This downward trend in ILI patient visits has recently stabilized, with current levels remaining broadly unchanged. Laboratory surveillance confirms this pattern, showing a consistent reduction in influenza virus circulation that has now reached a stable state. This easing back of activity has occurred amid typical seasonal factors, including established school schedules and the ongoing co-circulation of other respiratory viruses. The current stability aligns with the [redacted] cadence of public health reporting and reflects care-seeking patterns that have leveled off following the earlier period of decline. Vaccination efforts have continued as part of standard public health guidance throughout this period.",1,"{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.852155241341501}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.38244880045494994, 'r2_linear': 0.692794196129939, 'diff_z': 0.22867785386067863}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.2729642015387584}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.0642577028049001}}"
"[2.94909, 2.92857, 3.16382, 3.12121, 2.73515, 2.15302, 1.92136, 1.62731, 1.46179, 1.1937, 0.895415, 0.817901, 0.705896, 0.611215]","[0.630622, 0.573579, 0.0]","Over the past [redacted]weeks, a pronounced decline in influenza-like illness activity has been observed across outpatient reporting sites, with a consistent downward trend in the share of visits for ILI. This easing back has occurred amid typical seasonal factors, including established school schedules and the ongoing circulation of other respiratory viruses. Laboratory surveillance has reflected this broad decline in influenza transmission. In the most recent reporting period, this trend has stabilized, with activity now appearing broadly unchanged. This current period of stability follows the earlier, more pronounced decline and has coincided with existing public vaccination campaigns. The overall national picture is one of stable, low-level activity following a sustained period of decline, based on the latest available surveillance data accounting for standard reporting patterns.",1,"{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.0426714342769694}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': 0.1560223670937164, 'r2_linear': 0.9427958303015914, 'diff_z': 0.1519984733449413}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.21830703552111294}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.44370732411044383}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.16668, 1.2165, 1.13057]","[1.25246, 1.30237, 1.40551]","Over the past [redacted]weeks, influenza-like illness activity across the United States has shown a clear upward trajectory, with a rising share of outpatient visits for ILI symptoms. This increasing trend has been observed broadly, though with some regional variation in intensity and alongside continued co-circulation of other respiratory viruses. In the most recent reporting period, this momentum has abated, and activity has stabilized, now appearing broadly unchanged. This current steady state follows typical patterns influenced by seasonal factors, including school schedules and established vaccination efforts. The latest available data, accounting for standard reporting lags, indicates this plateau has held, marking a shift from the prior period of elevated momentum to a more stable national picture.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.2922122630720194}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7034094811494904, 'r2_linear': 0.5052151018270998, 'diff_z': 0.20834477379741428}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.30957031673933455}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.3182767436141704}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.16668, 1.2165, 1.13057, 1.25246, 1.30237]","[1.40551, 1.38437, 1.32563]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward trajectory in reported ILI has recently stabilized, with activity now appearing broadly unchanged over the most recent reporting period. The current national picture reflects this steady state, even as regional variations and the co-circulation of other respiratory viruses continue to be noted. This observed plateau follows a period of elevated momentum and aligns with typical seasonal patterns, including shifts in school schedules and weather. The current situation is being monitored against the backdrop of ongoing vaccination efforts and established public health guidance, with health officials accounting for the standard reporting cadence and associated data lags.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.708196382711419}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5429329495923921, 'r2_linear': 0.7052238122459551, 'diff_z': 0.1946167012527341}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.2460461081119357}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.13708699948351746}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.16668, 1.2165, 1.13057, 1.25246, 1.30237, 1.40551, 1.38437]","[1.32563, 1.43475, 1.25433]","Over the past [redacted]weeks, a pronounced decline in influenza-like illness activity has been observed across outpatient reporting sites. This downward trend in ILI visit share has recently stabilized, with current levels remaining broadly unchanged. Laboratory surveillance has confirmed this period of easing back, which has coincided with the typical winter season and the widespread implementation of annual vaccination campaigns. The co-circulation of other respiratory viruses has been noted, though ILI activity has shown little change in recent reporting. Despite regional variations in transmission that have been previously documented, the overall national picture has shifted to a stable pattern, with reporting reflecting this steadiness after the earlier, more significant decline.",0,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.1959755962102734}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.33614648954360693, 'r2_linear': 0.8040596972721886, 'diff_z': 0.14671703707383074}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.030839908771535654}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.0850742389247049}}"
"[0.0, 0.0, 0.0, 0.0, 0.0, 1.16668, 1.2165, 1.13057, 1.25246, 1.30237, 1.40551, 1.38437, 1.32563, 1.43475]","[1.25433, 1.25757, 1.58017]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across the United States. This upward momentum in outpatient ILI visit share has recently stabilized, with activity now appearing broadly unchanged over the most recent reporting period. The current stable national picture reflects a mix of regional transmission patterns and established virologic signals, which have been monitored alongside other respiratory viruses. This period of little change has coincided with typical seasonal factors, including school schedules and ongoing vaccination efforts. The current assessment, based on available surveillance data accounting for standard reporting cadences, indicates a steady level of influenza-like illness activity has been sustained.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.6936606374985197}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.4428374986422169, 'r2_linear': 0.7805888471873502, 'diff_z': 0.20589948649531856}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.026609790008408195}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.49376617177258564}}"
"[0.0, 0.0, 0.0, 1.16668, 1.2165, 1.13057, 1.25246, 1.30237, 1.40551, 1.38437, 1.32563, 1.43475, 1.25433, 1.25757]","[1.58017, 1.98008, 1.90428]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward momentum in ILI patient visits has recently stabilized, with activity now appearing broadly unchanged over the most recent reporting period. The current stable national picture reflects a mix of regional patterns, where some areas have continued to report elevated transmission while others have shown signs of leveling off. This activity has occurred alongside typical seasonal factors, including established school schedules and the ongoing co-circulation of other respiratory viruses. The current situation is being monitored through established surveillance systems, which account for standard reporting lags and care-seeking behaviors, providing a consistent overview of the observed conditions.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.4576373764820496}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6474816990047115, 'r2_linear': 0.5807674494525055, 'diff_z': 0.28119534720347417}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.9484760605344059}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.607578812513529}}"
"[0.0, 1.16668, 1.2165, 1.13057, 1.25246, 1.30237, 1.40551, 1.38437, 1.32563, 1.43475, 1.25433, 1.25757, 1.58017, 1.98008]","[1.90428, 1.5901, 1.81559]","Over the past [redacted]weeks, a rising trend in influenza-like illness activity has been observed across outpatient healthcare providers in the United States. This upward trajectory in reported ILI visits has recently shown a shift to broadly unchanged levels in the most recent data. The current national picture indicates activity has stabilized, with this steady pattern holding across multiple reporting regions. This period has coincided with typical seasonal factors, including established school schedules and the ongoing circulation of other respiratory viruses. The current stability in ILI metrics follows a period of elevated momentum and is being monitored against the backdrop of existing vaccination efforts and established public health guidance, with reporting reflecting the known cadence of surveillance systems.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.285374741208889}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.7055454990093556, 'r2_linear': 0.5022055488254038, 'diff_z': 0.5061942116097234}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.4039359880074669}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.21837904770697053}}"
"[1.2165, 1.13057, 1.25246, 1.30237, 1.40551, 1.38437, 1.32563, 1.43475, 1.25433, 1.25757, 1.58017, 1.98008, 1.90428, 1.5901]","[1.81559, 2.41801, 2.86635]","Over the past [redacted]weeks, a sustained upward trend in influenza-like illness activity has been observed across the United States. Outpatient healthcare visits for ILI have shown increasing momentum, a pattern that has continued in the most recent reporting period. This elevated activity coincides with typical seasonal factors, including shifts in school schedules and weather, and occurs alongside reported co-circulation of other respiratory viruses. Laboratory surveillance has confirmed widespread influenza virus circulation, with regional variations in intensity noted. While vaccination campaigns have been underway, the overall trajectory of ILI, based on current care-seeking patterns and accounting for standard reporting lags, has maintained a clear upward path.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.441099363419931}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6534695786151495, 'r2_linear': 0.57297750982155, 'diff_z': 0.5821661653097313}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.2213498302006647}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 4.30781896088838}}"
"[1.25246, 1.30237, 1.40551, 1.38437, 1.32563, 1.43475, 1.25433, 1.25757, 1.58017, 1.98008, 1.90428, 1.5901, 1.81559, 2.41801]","[2.86635, 3.16662, 3.0155]","Over the past [redacted]weeks, a pronounced upward trend in influenza-like illness activity has been observed across outpatient healthcare providers. This increasing trajectory has been supported by consistent virologic surveillance data indicating widespread viral circulation. The elevated momentum has continued in the most recent reports, with care-seeking for ILI symptoms moving higher. This activity has unfolded against a backdrop of typical seasonal factors, including school schedules and co-circulation of other respiratory viruses, while existing vaccination campaigns have been ongoing. Current reporting, accounting for known lags in data consolidation, now indicates the national picture has stabilized at this heightened level, with activity appearing broadly unchanged in the latest assessments.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.5444198756411947}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.6144046130181574, 'r2_linear': 0.6225069714999936, 'diff_z': 0.5667139975824484}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 3.211236843151275}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.4455722192484673}}"
"[1.40551, 1.38437, 1.32563, 1.43475, 1.25433, 1.25757, 1.58017, 1.98008, 1.90428, 1.5901, 1.81559, 2.41801, 2.86635, 3.16662]","[3.0155, 2.9978, 2.31957]","Over the past [redacted]weeks, a pronounced decline in influenza-like illness activity has been observed across outpatient reporting sites, marking a significant downward trend in care-seeking for these symptoms. This falling trajectory has recently stabilized, with current levels appearing broadly unchanged over the most recent reporting period. This steady near-term shift coincides with typical seasonal factors, including established school schedules and the ongoing effects of vaccination campaigns. However, underlying virologic surveillance and regional transmission data, which have already indicated co-circulation of other respiratory viruses, now show early signals of elevated momentum. While reporting cadence and known lags are always considered, the latest available data suggests the beginning of an upward movement in ILI activity.",0,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.7187677159315005}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'mixed', 'vol_z': 0.5378287998600143, 'r2_linear': 0.7107401820402091, 'diff_z': 0.40225671946706215}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.06724402420588804}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.1886495749436754}}"
"[1.32563, 1.43475, 1.25433, 1.25757, 1.58017, 1.98008, 1.90428, 1.5901, 1.81559, 2.41801, 2.86635, 3.16662, 3.0155, 2.9978]","[2.31957, 1.94707, 1.72985]","Over the past [redacted]weeks, U.S. influenza-like illness activity has shown a clear pattern of change. Following a pronounced and sustained rising trend in outpatient visits, recent surveillance data from reporting sites indicates a distinct downward shift in the past week, with ILI activity now declining. This easing back coincides with typical seasonal factors, including established school schedules and the ongoing effects of fall vaccination campaigns. Despite this recent decrease, current levels of influenza-like illness have stabilized and are now broadly unchanged from the elevated baseline observed earlier in the season, with regional variations and co-circulation of other respiratory viruses continuing to be reported within existing surveillance systems.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.504382727457343}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': 0.3332829715977873, 'r2_linear': 0.8444614584552972, 'diff_z': 0.29928403777664453}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.3104073176232478}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.7282460145323968}}"
"[1.25433, 1.25757, 1.58017, 1.98008, 1.90428, 1.5901, 1.81559, 2.41801, 2.86635, 3.16662, 3.0155, 2.9978, 2.31957, 1.94707]","[1.72985, 1.51837, 1.22616]","Over the past [redacted]weeks, U.S. influenza-like illness activity has shown a clear progression. Following a period of rising outpatient visit share, recent surveillance data from reporting sites indicates a distinct shift, with activity now falling. This downward movement has been observed across multiple regions and is corroborated by corresponding virologic signals. The earlier upward trend had been influenced by typical seasonal factors, including school schedules and colder weather, alongside continued co-circulation of other respiratory viruses. The current decline coincides with established vaccination campaigns and public health guidance that have been in effect. Based on the most recent reporting, which accounts for known data lags, the overall level of influenza-like illness now appears to be steady, suggesting a period of stabilization has been reached.",1,"{'past': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 2.3248931233458117}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.6930195888136226, 'r2_linear': 0.5197238495191638, 'diff_z': 0.4760229068373198}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.4712512678610807}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.7968157148317631}}"
"[1.58017, 1.98008, 1.90428, 1.5901, 1.81559, 2.41801, 2.86635, 3.16662, 3.0155, 2.9978, 2.31957, 1.94707, 1.72985, 1.51837]","[1.22616, 1.05433, 1.07108]","Over the past [redacted]weeks, influenza-like illness activity across the United States has been broadly unchanged at a stable level. This period of stability has been characterized by typical seasonal care-seeking patterns at outpatient reporting sites and known regional variations in respiratory virus transmission. Recently, however, a clear downward shift in ILI activity has been observed, with the share of visits for such illness now easing back. This decline coincides with the established post-holiday period and follows the full implementation of seasonal vaccination campaigns. Laboratory surveillance continues to indicate co-circulation of other respiratory pathogens, though ILI levels are currently moving lower. The overall national picture has now returned to a steady state, consistent with reporting cadence and the observed patterns from clinical and virologic data.",1,"{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.49917847366417994}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': 0.9879476031046203, 'r2_linear': 0.023959533516619835, 'diff_z': 0.5428442729432927}, 'near_term': {'direction': 'falling', 'severity': 'moderate', 'delta_z': -1.0802979544837423}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.27259986350598897}}"
